Date,Content
2022-04-08 01:10:54+00:00,wahh kasar tidak ramah
2022-04-08 01:08:42+00:00,enak banget apa lagi panas panasnya
2022-04-08 01:07:54+00:00,ohamitii mungkin bisa coba bbrp jajanan pasar gtu
2022-04-08 01:02:36+00:00,ohamitii cobain kupukis enak banget sama minum es buah btw ini yg namanya pukis kak mitii rasany
2022-04-08 01:02:10+00:00,ohayoo miti sayang hava nicday mitt mungkin miti cobain kolak lagi tapi pakubi atau lapis legit enak itu mitt
2022-04-08 00:59:51+00:00,padahal enak loh alpukat masa gk suka
2022-04-08 00:58:53+00:00,ohamiti yang mulia sudah pernah coba lelgoreng
2022-04-08 00:58:12+00:00,emang kenapa miti bau nya terlalu nyengat kah
2022-04-08 00:57:17+00:00,satispaying banget liat krabernya wkwkw
2022-04-08 00:55:06+00:00,ohamitiii coba pakpastatau pukis mit minumnya esbuah
2022-04-08 00:54:41+00:00,makanan yang lu suka mungkin mit
2022-04-08 00:54:27+00:00,mi glosor pakkrupuk kuning sambel kacang itu aku nyari di sni susah coba review nanti
2022-04-08 00:53:59+00:00,parah makanan enak gtu
2022-04-08 00:53:38+00:00,surabi with bajigur
2022-04-08 00:53:06+00:00,ohamitiii onigiri jawa mit alias lemper d
2022-04-08 00:51:45+00:00,enak mit lom dicobain loh
2022-04-08 00:51:18+00:00,ohaamitiii saran mit coba makan kurma dadar gulung risoles ama bakso
2022-04-08 00:50:36+00:00,dadar gulung mit enakk
2022-04-08 00:50:26+00:00,ihk parah aku suka bgt alpukat pdhl hmph hahaha okedehh gimana kalau cendol
2022-04-08 00:50:23+00:00,ohaamitiww cobain buka pakserabi geh enak tauu
2022-04-08 00:50:17+00:00,lohh ga doyan durian
2022-04-08 00:49:15+00:00,what kamu gak tau pukis itu kuteurenya agak mirip pancak
2022-04-08 00:49:04+00:00,pagi mythi apapun ok
2022-04-08 00:48:55+00:00,iyakannn aku kl disuruh req mah banyak mit hahahah
2022-04-08 00:48:05+00:00,es goyobod pukis
2022-04-08 00:47:44+00:00,ohaamitii cantiiik gimana kalo kayak pastel atau kuan gtt minumnya jus alpukat beh
2022-04-08 00:47:44+00:00,es durian mittt harus cobaa nihh
2022-04-08 00:35:13+00:00,astaga kalian berdua aowkkwkw
2022-04-07 21:18:39+00:00,offstream session montag ktoan dan btw karena ini shadowplay ntah kenapa
2022-04-07 20:19:22+00:00,gila jam belum tidur anda pekerja keras sekali ya a a a termasuk yg komen juga warbyasah
2022-04-07 20:13:55+00:00,ya ampun d d d
2022-04-07 19:49:32+00:00,lautan asin bisa kekurangan gula awokawok
2022-04-07 18:17:45+00:00,ga ngerti tolong di jelaskan
2022-04-07 17:50:23+00:00,ari si anak tersesat
2022-04-07 16:56:54+00:00,gak sehat d d d
2022-04-07 16:53:48+00:00,siapa yang menginisiasi kus kus ini
2022-04-07 16:53:40+00:00,otsuuu kuseigo makasih wawasan kuskus hari ini sangat random ygy gk ngerti lagi dengan kehadiran kust
2022-04-07 16:44:39+00:00,sepertinya aku salah mengartikan
2022-04-07 16:43:31+00:00,gk sehat mit sumpah a
2022-04-07 16:42:21+00:00,sama pengen tidur di pelukan mu
2022-04-07 15:06:00+00:00,owh makasih
2022-04-07 12:52:14+00:00,iya mitimitimitimii smua ada sibuk masing yg penting tetep saling dukung mantapujiwa
2022-04-07 05:03:24+00:00,mythia selalu paling manis
2022-04-07 04:26:21+00:00,apa sih apa sih gws dah reynaldi
2022-04-07 03:40:31+00:00,iya gpp miti aku kan menunggu info lagi kok heh
2022-04-07 03:30:21+00:00,halo dan
2022-04-07 01:17:38+00:00,pagi mythi
2022-04-07 00:18:29+00:00,daijoubu miti senpai ganba semoga lancar segala urusannya ya
2022-04-07 00:05:24+00:00,gapapa miti a
2022-04-07 00:04:50+00:00,selamat pagi miti sayang gapapa miti takyour tim semoga di permudah kegiatan hari ini ya miti
2022-04-06 23:59:02+00:00,selamat pagi miti hmmm kira kira siapa nih yang menang ya
2022-04-06 23:46:14+00:00,pagi miti gapapa sayang semoga urusannya lancar dan cepet selesai ya jgn lupa istirahat miti
2022-04-06 23:41:36+00:00,morning mitii gapapa mittt jaga kesehatan yaa hava great day
2022-04-06 23:41:32+00:00,tidak apa apa yang mulia kami paham kok
2022-04-06 23:39:01+00:00,pagi juga mit semangat ya hari ini gpp mit semoga cepet selesai urusannya
2022-04-06 23:37:53+00:00,gpp mit yg penting pembawaan konten nya bisa maksimal a a
2022-04-06 23:37:30+00:00,pagii mitiiku sygg its okeh mit semangat yah sygg
2022-04-06 23:35:45+00:00,tidaaaaaak
2022-04-06 23:35:34+00:00,pagii nona cantik hum humm siapp makasih yaa udh dikasi tau goodluck yaa
2022-04-06 21:38:28+00:00,adovcukup cs eended
2022-04-06 21:02:47+00:00,akhirnya saya bisa nonton miti lay
2022-04-06 16:12:28+00:00,nyengir kamu
2022-04-06 15:39:18+00:00,ayang mythi
2022-04-06 15:38:31+00:00,hoho
2022-04-06 15:24:19+00:00,uwooghhhh gak sabarrr
2022-04-06 14:53:02+00:00,tangkyuu br a
2022-04-06 14:10:11+00:00,ada sesuatu yang menyenangkan nich
2022-04-06 14:07:45+00:00,kamu bohong
2022-04-06 14:01:34+00:00,rasa ingin membelinya stonks
2022-04-06 13:59:56+00:00,good luck bagi yang ikutan
2022-04-06 13:59:25+00:00,ini nanti beneran dijual lucu banget
2022-04-06 13:58:13+00:00,ikujoooo besok
2022-04-06 12:33:17+00:00,siaaaap my kanjeng maybaku dateng di akhir akhir ya
2022-04-06 12:22:07+00:00,maagabisa dateng huhu kalo jam segitu dah mulai utsku d d istirahat yang cukup ya miti sayang
2022-04-06 12:19:28+00:00,m m miti kan memang indah masamaaaaaa eh
2022-04-06 12:13:21+00:00,siap kanjeng
2022-04-06 12:11:30+00:00,syukurlahhhh
2022-04-06 12:09:01+00:00,gak apa apa mit kalau pagi lebih tidak menakutkan daripada tengah malam
2022-04-06 12:07:54+00:00,ok kak miti
2022-04-06 12:06:49+00:00,sepertinya untuk sesi horror aku gak bisa dateng mit kalo jam i m so sorry
2022-04-06 12:06:22+00:00,oksayang
2022-04-06 12:05:44+00:00,okey miti menyesuaikan miti aja enak nya gimana
2022-04-06 12:05:23+00:00,okey mit ditunggu streamnya
2022-04-06 12:05:05+00:00,okcantik
2022-04-06 12:04:47+00:00,baik bun tetep di tunggu
2022-04-06 12:04:20+00:00,siapp cantikk makasih udah dikasi tauu
2022-04-06 11:46:33+00:00,halu yang indah di sorhari bro
2022-04-06 11:45:16+00:00,when halu udah sampbatas limit
2022-04-06 11:41:59+00:00,otsu mythi thank you i feel sooo cireng tapi apa yang gak buat mythi hahahaha mythialiv
2022-04-06 11:34:17+00:00,otsu miti a seyou nstream makasih miti udah mau nemenin buka puasa iam so happy a miti jangan lupa minu
2022-04-06 11:26:07+00:00,setuju
2022-04-06 11:25:46+00:00,berbuka dengan yang manis manis miti contohnya mythialiv
2022-04-06 11:00:32+00:00,berbukalah dengan yang manis manis kalo kata pak ustadz a mythialiv
2022-04-06 10:29:49+00:00,mau takjil
2022-04-06 10:29:45+00:00,kayaknya aku cuma mampir bentar deh
2022-04-06 10:27:08+00:00,moga gak sibuk di dapur supaya keburu nonton
2022-04-06 10:20:22+00:00,aku kayanya bisa mampir bentar aja ya mit biar dapet aja bukber sama ayang
2022-04-06 10:16:20+00:00,bakalan mampir kalo sempet nanti mitii looking forward to it
2022-04-06 10:16:04+00:00,suapin nya virtual yah
2022-04-06 08:57:31+00:00,andi jadi cowk tulen dong
2022-04-06 04:53:14+00:00,yookkk kita doakan nmythia d hehehehaminnn
2022-04-06 03:36:14+00:00,bang sy tergila gila
2022-04-06 02:36:50+00:00,sejak kapan jadi abang njir
2022-04-05 23:32:05+00:00,adek nya siapa tuh boleh diculik gk
2022-04-05 23:03:46+00:00,kapan nih bang andi keliatan udelnya
2022-04-05 21:39:38+00:00,genderfluid daripada pusing gak usah dipikirin wkwkwk
2022-04-05 21:35:16+00:00,dan juga saya bingung apher itu gender nya apa wkwkwkw
2022-04-05 20:32:38+00:00,potret saat di gym
2022-04-05 20:26:54+00:00,otsu miti makasih udh nemenin saat sahur jangan lupa jaga kesehatan ya mit tadi juga ketawa bareng karena jokes
2022-04-05 19:31:52+00:00,duluan ya tayangg mangaat streamnyaaa huhuhuuu a mythialiv
2022-04-05 18:46:58+00:00,ketika miti di gundam seed amp seed destiny tinggal menunggu versi keigo epel andi dan chlodan yg la
2022-04-05 18:42:28+00:00,setau ku mama untuk sebagai desainer atau ilustrator dan papa untuk sebutan rigger l
2022-04-05 18:31:06+00:00,wait andi manggil mama a miti manggil papa a jadi mana yg bener
2022-04-05 18:08:49+00:00,segan
2022-04-05 17:51:14+00:00,aseekk bisa ikut sebentar doang
2022-04-05 17:45:39+00:00,sahur apa kita mitt mau aku beliin
2022-04-05 17:40:18+00:00,yoo walaupun saya gapuasa tetep nonton aja lah semangat gaes yang puasa
2022-04-05 17:40:16+00:00,sahur bareng ikujoooo
2022-04-05 16:20:22+00:00,gini amat ngontrak di bumi
2022-04-05 15:54:22+00:00,beren banget d
2022-04-05 15:10:35+00:00,sama sama ketegang tapi andi blom udel gang
2022-04-05 14:56:15+00:00,hemm gundam seed ya story ny drama percintaan ribet berkedok mecha beda sama seri gundam yg lain v
2022-04-05 14:35:07+00:00,sainganmu banyak mit
2022-04-05 14:31:00+00:00,sainganmu nambah mit
2022-04-05 14:24:30+00:00,freetalk breng andi gass gk sih d
2022-04-05 14:08:00+00:00,akur bgt siii betumbuk lah lt
2022-04-05 13:57:44+00:00,makasih ueueea a
2022-04-05 13:54:08+00:00,ntaps sebelahan
2022-04-05 13:44:04+00:00,abang ya mit yaa abang loh ga boleh naksir awokwik
2022-04-05 13:41:48+00:00,kaktus kakak adik tanpa status hiyahiyahiya maaaku becanda jgn dihiraukan
2022-04-05 13:29:27+00:00,abang
2022-04-05 13:04:53+00:00,bang ryan ketika melihat ini selamat ya buat para vtuber termasuk kamu ya miti dalam hatinya aduuu
2022-04-05 12:56:21+00:00,yah jdinya gk donk heheh d
2022-04-05 12:53:56+00:00,andi adalah cowok cantik
2022-04-05 12:52:56+00:00,kalian berdua cakep bet awawawa huwee
2022-04-05 12:45:46+00:00,andi punya adik nih ceritanya
2022-04-05 12:38:18+00:00,mantap jadi kayak adek kakak yg mau liburan musim panas
2022-04-05 12:22:42+00:00,uhuyy akhirnya pny abang berkat papa a
2022-04-05 12:16:17+00:00,ganbarrmiti jangan sampsakit karena streaming kamu padat a a
2022-04-05 12:16:11+00:00,abang atau ayang nih mit aduuhh
2022-04-05 12:13:32+00:00,kakak adik yang menggemaskan
2022-04-05 12:13:05+00:00,nono masih inconsistent banget ini
2022-04-05 12:10:41+00:00,hadiahnya apa mit ciaaaakhh sama sama punya outfit baru wkwkwkwkwkk hadiahnya apa mit ciuman
2022-04-05 12:09:37+00:00,huwahh ku beneran baru tau
2022-04-05 12:09:26+00:00,wah punya abang ganteng pula mantap mitimitimitimiii
2022-04-05 12:09:06+00:00,hadiah buat andi apa mit apa jangan jangan di kasih kecupan manis
2022-04-05 12:08:56+00:00,sitampan dan sicantik
2022-04-05 12:07:57+00:00,sekarang jadi abang atau adeknya kakak miti
2022-04-05 12:06:47+00:00,mana p apestrimnya wwant team keimiri or team migoyo in action again with fun acts and talks
2022-04-05 10:45:13+00:00,bukber bareng pacar hmmm a
2022-04-05 10:44:06+00:00,bukber oplen langsung otw nih wkwkwk
2022-04-05 10:34:47+00:00,bukber bareng ayang a
2022-04-05 10:32:54+00:00,apa yaa
2022-04-05 10:18:24+00:00,saatnya begadang
2022-04-05 10:18:00+00:00,bukber sm temen cuma wacana mending bukber sm mitii awokawokawokawok
2022-04-05 10:06:37+00:00,waduh kakak menjadi salah satu haremnya
2022-04-05 10:02:19+00:00,kok sahur talk aku kelewatan ya
2022-04-05 10:00:44+00:00,sahur dan buka ditemani yang mulia let s go
2022-04-05 09:59:36+00:00,makasih jadwalnya miti asik sahur dan bukber
2022-04-05 09:57:13+00:00,bukber bareng pacar gmnceritanya mit
2022-04-05 09:55:25+00:00,oh no masuk jam mlm
2022-04-05 09:53:35+00:00,kelemot an mod berawal dr oshi d canda mit loon
2022-04-05 09:51:18+00:00,wuihh asikkk aku ga ikut puasa sbnrnya but yes why not semoga bs bangun sih ww ditunggu yaa
2022-04-05 09:51:03+00:00,ga sendiri dong kan ada kita yang nemanin nantii
2022-04-05 09:49:23+00:00,wait what maksudnya afah yah mit bukber dengan pacar
2022-04-05 09:49:00+00:00,anda pacaran sma diri sndiri
2022-04-05 09:44:52+00:00,ga pedulij
2022-04-05 09:44:04+00:00,aaaa bukber bareng ayang
2022-04-05 09:44:03+00:00,makasih schedulnya mitii bakal asik nih sahur ama ngabuburit nya nanti
2022-04-05 09:43:42+00:00,pacar siapa tuuhh
2022-04-05 09:43:05+00:00,uwogh bukber gatuh
2022-04-05 07:41:01+00:00,sheeeeesshhh reflek dan skill gua pas liat video ini langsung stonks beneran wkwkwkwkwkk
2022-04-05 01:47:46+00:00,pagi sayangku ditunggu schedulnyaaa d
2022-04-05 00:29:36+00:00,mit coba cek ini
2022-04-05 00:08:35+00:00,pagi mythiii
2022-04-05 00:00:01+00:00,ohaaaaamitiiiwwwww hava nicday sweeti azekk ditunggu ya cantik
2022-04-04 22:31:01+00:00,tadi pas ngestream nunggu saur lupa run as administrator di obs jadi patah patah dan burik streamnya motongnya
2022-04-04 17:49:18+00:00,ada opsi timout dipak
2022-04-04 17:10:00+00:00,wih ada yutuber ygy
2022-04-04 17:05:54+00:00,chat livnya kenapa bang
2022-04-04 13:01:32+00:00,istirahat miti jangan dipaksa semangat terus emang bocil tokurang ajar kalo chat ga mikir dulu
2022-04-04 11:54:02+00:00,kalau butuh break gpp
2022-04-04 11:26:19+00:00,kau kenapa mit ada yang bisa jelasin
2022-04-04 11:22:50+00:00,kalo boleh tau masalahnya apa ya
2022-04-04 11:17:05+00:00,aku hanya bisa bilang terbiasalah didunia ini memang harus ada yang bisa beradaptasi dalam bentuk apapun
2022-04-04 09:17:00+00:00,yg sabar mitimi
2022-04-04 08:11:52+00:00,aku tau dan selasa aku harus ujian ukk sial
2022-04-04 08:05:38+00:00,biasalah
2022-04-04 07:13:56+00:00,tbh aku udh jarang mampir jadi gatau separah apa cuma sblm aku jarang mampir udh cukup annoying eman
2022-04-04 04:48:26+00:00,wuw ngeri ngeri sedep
2022-04-04 04:10:46+00:00,hmm toctivity kahh untuk dititik ini aku cmn bisa saranin stream di twitch aku gk tau konteks
2022-04-04 04:05:30+00:00,om mau tanya cara updatminecraft nya bgmn
2022-04-04 03:48:13+00:00,emangnya kenapa gitu chatnya sorry banget soalnya blm sempet nonton
2022-04-04 02:06:44+00:00,parah kah mit aku minta maaya kalo ga sempat jagain streamnya maabanget gabisa dateng karena ket
2022-04-04 01:43:49+00:00,lah parah banget berarti isi chatnya
2022-04-04 01:34:38+00:00,semoga kedepannya chat bs lebih konsusilagi aku cmn bs berharap dan support kamu gabisa ngapa in selain itu
2022-04-04 01:33:50+00:00,parah banget kah aku minta maaya kamu udh ngerasain gini brp kali d anak cantik ga pantes
2022-04-04 01:02:19+00:00,lohh apa ini miti
2022-04-04 00:35:16+00:00,ganba sayang
2022-04-04 00:30:51+00:00,mungkin kalau mau kasi saran mau stream having fun mending di twitch karna di twitch yang nonton l
2022-04-04 00:25:01+00:00,pengen heran cuma yang komen dari wakanda
2022-04-04 00:20:33+00:00,semangat myth yah ini emang resiko jadi vtuber yang melokal sih bocil tobiadabnya ga terhitung
2022-04-03 23:49:48+00:00,tolong ya yang komen kalo punya otak tuh di pak
2022-04-03 23:27:20+00:00,bawa ktempat cambuk sekalian
2022-04-03 23:01:58+00:00,hug virtual for you miti i m so sorry miti jujur jam segitu udh tepar mulu aku dan maakrn gak j
2022-04-03 22:44:12+00:00,teh ayo buka puasa bareng
2022-04-03 22:06:30+00:00,otsukarthank you for thstream maacuma mampir bentar walaupun cu
2022-04-03 21:55:57+00:00,remember just having fun dont carabout thchat especially indonesia netizen aku dh debatin jug
2022-04-03 21:44:48+00:00,gam ngikut stream miti dah mending turu semoga hari besok jadi lebih baik
2022-04-03 21:42:49+00:00,im so sorry mit i was fall asleep a and semangat terus mit orang orang yang kaya gitu semoga gaada l
2022-04-03 21:29:03+00:00,mitiiiiaw sini aku bonk chatnya gt o
2022-04-03 21:27:09+00:00,saya ga nonton stream terakhirnya tolong konteksnya dong temen
2022-04-03 21:18:03+00:00,jngn peduliin topeoplmit msh banyak orang yg carsma km
2022-04-03 21:15:39+00:00,semangat kak miti
2022-04-03 21:03:44+00:00,otsuuu mit jaga kesehatan dan met istirahat
2022-04-03 20:54:19+00:00,sahur dulu br
2022-04-03 20:49:28+00:00,otsumiti gapapa mitt istirahat lebih di utamakan tetap jaga kesehatan miti you havto bstrong from all this a
2022-04-03 20:45:47+00:00,istirahat aja sayangku jngan dipaksain udh capek fisik irl ttep stream buat nyapa orang kl
2022-04-03 20:32:13+00:00,sayangnya aku gak bisa ikutan nonton but pleastakcaroyoursel otsu
2022-04-03 20:30:32+00:00,otsumiti meet bobo ya gak usah dengerin apa kata mereka tinggal dm nama namanya biar aku santet satu satu
2022-04-03 20:01:57+00:00,otsukarmitiiii istirahat mata kamu main apesambil baca chat emang bikin pusing dan juga belum l
2022-04-03 19:51:25+00:00,selamat istirahat ka mit
2022-04-03 19:40:28+00:00,otsu mitii sabar mit emang kayak gitu kalok sudah terkenal
2022-04-03 19:25:14+00:00,otsuu mitii udh mit istirahat akebiasaan emng chat begitu
2022-04-03 19:19:29+00:00,taka rest miti jangan peduliin mereka met istirahatt otsumiti
2022-04-03 19:16:21+00:00,catet namanya nanti satu satu saya pukulin
2022-04-03 18:35:47+00:00,gua belum tidur karena nungguin balapan
2022-04-03 18:04:34+00:00,gasskeun nonton pov wkwkwkwkwkk
2022-04-03 17:59:50+00:00,finonton pov
2022-04-03 17:47:29+00:00,pagi pagi apesamplumpuh
2022-04-03 17:43:24+00:00,semoga sukses stremnya mit
2022-04-03 17:26:39+00:00,ikzzz apesampai sahur
2022-04-03 17:21:32+00:00,siapa yang belom tidur nungguin saur apeletsgoo jam start with amp
2022-04-03 15:57:13+00:00,jangan kasar yah a
2022-04-03 15:18:45+00:00,sekalinya sakit bulan kemudian
2022-04-03 14:04:50+00:00,kak miti gimana tadi pertama kali puasa lancar kah
2022-04-03 13:15:11+00:00,kamu diem atau aku hamilin
2022-04-03 12:58:50+00:00,bagus bangat skinya saya sudah coba dan warna kulitnya pas
2022-04-03 12:57:26+00:00,yang mau dihamilin chat aja
2022-04-03 12:47:03+00:00,kamu baik sekali aku kasi bintang
2022-04-03 12:43:00+00:00,ganba kaliannn
2022-04-03 12:19:48+00:00,a a campur aduk bgt rsny begtw mau reaksi gmn
2022-04-03 12:17:18+00:00,kamu kan jantan
2022-04-03 12:04:32+00:00,mau nyuci piring
2022-04-03 11:28:16+00:00,biasalaaa kelakuan random peeps
2022-04-03 10:55:46+00:00,miti kan memang cakep hueheheheh
2022-04-03 10:45:09+00:00,bajak laut
2022-04-03 10:43:41+00:00,uwu uwu ilopyu
2022-04-03 10:30:32+00:00,imut parah
2022-04-03 09:31:31+00:00,asik dimasakin miti uwu
2022-04-03 09:27:33+00:00,bolmit biar ada yang masakin saur
2022-04-03 09:25:39+00:00,maid tapi nyuruh nyuruh tuannya ya mit
2022-04-03 09:18:16+00:00,sur tapi yaa mendingan tetep jadi pacar kamu ga sieh
2022-04-03 09:14:56+00:00,wahhh bisa di suruh suruh nihh heheheheh
2022-04-02 22:01:42+00:00,good gambang ari semangat puasanya
2022-04-02 20:34:51+00:00,otsuuuuuu maalemes banget aku wwwww
2022-04-02 16:53:37+00:00,mit jangan lupa istirahat plis jan ngikutin yang apesamplumpuh d d d
2022-04-02 16:52:32+00:00,mit istirahatnya sdh cukupkah klu blum cukup istirahat and perbanyak glug glug somwater yaa a
2022-04-02 16:49:56+00:00,begadang lagi mit
2022-04-02 16:47:04+00:00,otsuuu gpp mit ngobrol nya kan bisa lewat hati
2022-04-02 16:28:21+00:00,kayaknya streamnya kepotong but otsu
2022-04-02 16:27:57+00:00,otsuu miti thank you for thstream jangan lupa istirahat
2022-04-02 16:24:53+00:00,setelah sekian lama sasaki menahan diri
2022-04-02 16:22:04+00:00,pengen lebih deket daan doi
2022-04-02 15:55:33+00:00,wibuuu
2022-04-02 15:53:01+00:00,mau juga kah
2022-04-02 15:47:41+00:00,punya cew
2022-04-02 15:29:14+00:00,ih udh berani ya sasaki san
2022-04-02 14:54:56+00:00,mir dan composernya siapa
2022-04-02 14:54:15+00:00,mit kamu yang waktu kkarafuru pakbaju hitam kan
2022-04-02 14:12:07+00:00,kalau ada apa aku dihamilin
2022-04-02 13:57:53+00:00,menggemaskan
2022-04-02 13:22:20+00:00,ehh mampir si cantikk sini peluk dulu you did great today
2022-04-02 13:18:05+00:00,sasaki to miyano bl itu
2022-04-02 13:17:16+00:00,azekkkk gudlak kaliann
2022-04-02 13:15:17+00:00,lesgoooo semoga zona mendukung kalian
2022-04-02 13:03:53+00:00,menghalu sih ini fi
2022-04-02 12:59:35+00:00,miti makasih banyak
2022-04-02 12:56:19+00:00,nt dah nt
2022-04-02 12:55:15+00:00,eh ini animapa klo boleh tau
2022-04-02 12:30:19+00:00,pewpengen mengendarai bem w
2022-04-02 12:17:57+00:00,blik bilangnya belom m m gr gk diingetin sarapan padahal jempolnya masih bau pecel sambel tera
2022-04-02 11:28:59+00:00,akwkkakwkak stadium
2022-04-02 11:16:27+00:00,teriakkkk
2022-04-02 11:15:27+00:00,pasti sedang modmenghalu stadium
2022-04-02 11:12:44+00:00,pengen gaw
2022-04-02 10:41:01+00:00,kartun apa itu di tv ada gak
2022-04-02 10:37:40+00:00,sumpah teriak bgt aaaaa
2022-04-02 10:34:17+00:00,indomirasa baru mit kamu pasti suka sama miini sambil ngehalu wkwkwkwkwkk
2022-04-02 10:30:21+00:00,agshshshs belum dilanjut nonton d
2022-04-02 10:30:16+00:00,sasaki mmhh bau sabun
2022-04-02 10:28:02+00:00,ngehalu kah mit
2022-04-02 10:28:02+00:00,cuman kartun dek
2022-04-02 10:20:14+00:00,mit pasti kamu suka mit
2022-04-02 10:20:00+00:00,udah tua emang
2022-04-02 09:27:37+00:00,banger
2022-04-02 08:58:44+00:00,pengen puasa
2022-04-02 07:56:12+00:00,omagah mittttt bagus banget ey kualitasnya udah kayak yang aslinya
2022-04-02 07:45:32+00:00,nasi padang
2022-04-02 07:08:59+00:00,pengen mcd kah
2022-04-02 06:28:36+00:00,jadi opening keren nih
2022-04-02 05:24:26+00:00,ngegam
2022-04-02 05:24:18+00:00,udin petot udara dingin pengen ng
2022-04-02 04:39:01+00:00,gila suaramu selalu bikin takju
2022-04-02 04:36:18+00:00,pengen apa nanti ku beliin deh kalo ada duit
2022-04-02 04:14:08+00:00,pengen duwek selaw
2022-04-02 03:44:20+00:00,wedang
2022-04-02 02:50:04+00:00,ew cew
2022-04-02 02:37:38+00:00,sama mit di jogja ada satu deoan hotel tentrem katanya wenak banget
2022-04-02 02:36:29+00:00,pengen apa hayo gw kah atau ng nopnot saying it
2022-04-02 02:33:29+00:00,cewbiar gak alonlagi
2022-04-02 02:24:38+00:00,anjaayyyyyyy aakku bohong miti yg bohongg
2022-04-02 02:11:50+00:00,gak sempet ikutan kompetisi karena sama sama lagi sibuk kemarin tapi tetep pengen ikut ngeramein
2022-04-02 02:08:36+00:00,wedang jah
2022-04-02 02:08:22+00:00,nih gw bales aowkoqkww
2022-04-02 01:45:53+00:00,bisa awkwk
2022-04-02 01:35:09+00:00,aku benci fikiranku
2022-04-02 01:21:27+00:00,pengen kubantal
2022-04-02 01:21:02+00:00,pengen
2022-04-02 01:06:13+00:00,pengen seblak
2022-04-02 00:40:22+00:00,pagiku disambut suara merdu miti ily mit
2022-04-02 00:35:44+00:00,pengen sul
2022-04-02 00:34:33+00:00,pengen wedang
2022-04-02 00:22:16+00:00,bagus bgt suaranya
2022-04-01 23:49:56+00:00,sama indahnya kamu juga kok
2022-04-01 23:29:18+00:00,baguuuss banget waaaaaahhh aku aja nggak bisa sampsegitu
2022-04-01 23:23:53+00:00,cakujam seriusan kamu mit tukang cakudisekolah gua aja buka nya jam pagi
2022-04-01 22:38:00+00:00,cakwenak tuh
2022-04-01 22:15:46+00:00,pengen suw suwngopon
2022-04-01 21:49:17+00:00,bro indah banget g ngerti a
2022-04-01 21:48:46+00:00,suarany emg gada obat
2022-04-01 21:48:02+00:00,indah banget ga paham lagi a
2022-04-01 19:55:52+00:00,miti nakamura
2022-04-01 19:55:40+00:00,cakwat am
2022-04-01 19:11:23+00:00,bruh bagus banget d
2022-04-01 18:31:16+00:00,pengen cakwmalem malem mit ga ada yang buka
2022-04-01 18:30:00+00:00,masih ada nih biji
2022-04-01 18:29:35+00:00,pengen dawet pew
2022-04-01 18:29:15+00:00,gaw biar dapet duit heh
2022-04-01 18:28:46+00:00,enak tuh
2022-04-01 18:28:28+00:00,wedang
2022-04-01 18:28:08+00:00,pengen wedang
2022-04-01 18:27:55+00:00,gawbiar dapet duit
2022-04-01 18:27:41+00:00,ngwedang jah
2022-04-01 18:13:36+00:00,yang belom tau yang sudah tau
